nohup: ignoring input
Epoch1 Train Loss: 0.025993557554032147
Epoch1 Val Loss: 0.024423326977942143
New best test loss!


Epoch2 Train Loss: 0.02477077561833129
Epoch2 Val Loss: 0.023386462875034496
New best test loss!


Epoch3 Train Loss: 0.0237162024064771
Epoch3 Val Loss: 0.0223362405780747
New best test loss!


Epoch4 Train Loss: 0.02274965104244485
Epoch4 Val Loss: 0.0214212746488247
New best test loss!


Epoch5 Train Loss: 0.021828051011316033
Epoch5 Val Loss: 0.020620263730113213
New best test loss!


Epoch6 Train Loss: 0.021008564752735173
Epoch6 Val Loss: 0.01990636551018917
New best test loss!


Epoch7 Train Loss: 0.020237917564691805
Epoch7 Val Loss: 0.019204601115388832
New best test loss!


Epoch8 Train Loss: 0.019539582930293745
Epoch8 Val Loss: 0.018643397940948547
New best test loss!


Epoch9 Train Loss: 0.018885963076390677
Epoch9 Val Loss: 0.018050097508235725
New best test loss!


Epoch10 Train Loss: 0.01830341678806096
Epoch10 Val Loss: 0.017501774120079513
New best test loss!


Epoch11 Train Loss: 0.017753597965892935
Epoch11 Val Loss: 0.0170106683638099
New best test loss!


Epoch12 Train Loss: 0.01724125247930503
Epoch12 Val Loss: 0.016543986023022095
New best test loss!


Epoch13 Train Loss: 0.01680397333265855
Epoch13 Val Loss: 0.01617154447614597
New best test loss!


Epoch14 Train Loss: 0.016339305322911085
Epoch14 Val Loss: 0.015776510687841885
New best test loss!


Epoch15 Train Loss: 0.015951378073555064
Epoch15 Val Loss: 0.015471214637140669
New best test loss!


Epoch16 Train Loss: 0.015585222542991021
Epoch16 Val Loss: 0.015126940878954801
New best test loss!


Epoch17 Train Loss: 0.01525104022246994
Epoch17 Val Loss: 0.014842718250666683
New best test loss!


Epoch18 Train Loss: 0.014923026104830792
Epoch18 Val Loss: 0.014557900557561983
New best test loss!


Epoch19 Train Loss: 0.01462307327106736
Epoch19 Val Loss: 0.014319455906336487
New best test loss!


Epoch20 Train Loss: 0.014342116579789468
Epoch20 Val Loss: 0.014073553214117159
New best test loss!


Epoch21 Train Loss: 0.014080234257392703
Epoch21 Val Loss: 0.01386928943149029
New best test loss!


Epoch22 Train Loss: 0.013858208134300325
Epoch22 Val Loss: 0.013664368937609224
New best test loss!


Epoch23 Train Loss: 0.01362876040678859
Epoch23 Val Loss: 0.013477920896922176
New best test loss!


Epoch24 Train Loss: 0.01341598110408625
Epoch24 Val Loss: 0.013290823448316853
New best test loss!


Epoch25 Train Loss: 0.01321657448419449
Epoch25 Val Loss: 0.013142630477510736
New best test loss!


Epoch26 Train Loss: 0.01304221780682776
Epoch26 Val Loss: 0.012991111426171265
New best test loss!


Epoch27 Train Loss: 0.012867637052661989
Epoch27 Val Loss: 0.012864434318580175
New best test loss!


Epoch28 Train Loss: 0.01271521600098452
Epoch28 Val Loss: 0.012739025203606829
New best test loss!


Epoch29 Train Loss: 0.01255857309191385
Epoch29 Val Loss: 0.012591275890825294
New best test loss!


Epoch30 Train Loss: 0.012419304829854694
Epoch30 Val Loss: 0.01248415205161405
New best test loss!


Epoch31 Train Loss: 0.01229392661821767
Epoch31 Val Loss: 0.012388327847356382
New best test loss!


Epoch32 Train Loss: 0.01216998615122932
Epoch32 Val Loss: 0.012274596491664137
New best test loss!


Epoch33 Train Loss: 0.012043798268311407
Epoch33 Val Loss: 0.012183563197240213
New best test loss!


Epoch34 Train Loss: 0.0119495181854497
