nohup: ignoring input
Epoch1 Train Loss: 0.027802933585662572
Epoch1 Val Loss: 0.03130459911110216
New best test loss!


Epoch2 Train Loss: 0.024629371855349195
Epoch2 Val Loss: 0.023070222225742065
New best test loss!


Epoch3 Train Loss: 0.023015022186168736
Epoch3 Val Loss: 0.0218859612156437
New best test loss!


Epoch4 Train Loss: 0.021747229688974207
Epoch4 Val Loss: 0.020824201611190918
New best test loss!


Epoch5 Train Loss: 0.020575643689239437
Epoch5 Val Loss: 0.019797593433709328
New best test loss!


Epoch6 Train Loss: 0.019481784447275503
Epoch6 Val Loss: 0.018872516232202804
New best test loss!


Epoch7 Train Loss: 0.018461497737923254
Epoch7 Val Loss: 0.017962718473278644
New best test loss!


Epoch8 Train Loss: 0.01749303460426699
Epoch8 Val Loss: 0.017196227517837906
New best test loss!


Epoch9 Train Loss: 0.01661283406032373
Epoch9 Val Loss: 0.016503562804738522
New best test loss!


Epoch10 Train Loss: 0.015832786206802358
Epoch10 Val Loss: 0.01593115968980651
New best test loss!


Epoch11 Train Loss: 0.015099279350991882
Epoch11 Val Loss: 0.015353621662212769
New best test loss!


Epoch12 Train Loss: 0.01447103988461502
Epoch12 Val Loss: 0.014853753826834938
New best test loss!


Epoch13 Train Loss: 0.013882108546252882
Epoch13 Val Loss: 0.01445546208320085
New best test loss!


Epoch14 Train Loss: 0.013309638454852044
Epoch14 Val Loss: 0.014068166375631401
New best test loss!


Epoch15 Train Loss: 0.012950046348741001
Epoch15 Val Loss: 0.013794705016496782
New best test loss!


Epoch16 Train Loss: 0.012610136736360635
Epoch16 Val Loss: 0.013579089611729458
New best test loss!


Epoch17 Train Loss: 0.012211995715222523
Epoch17 Val Loss: 0.013412492941176624
New best test loss!


Epoch18 Train Loss: 0.012042066897339061
Epoch18 Val Loss: 0.01325417401291165
New best test loss!


Epoch19 Train Loss: 0.01174167736847694
Epoch19 Val Loss: 0.013176574812262112
New best test loss!


Epoch20 Train Loss: 0.0115676018130328
Epoch20 Val Loss: 0.013082277319333927
New best test loss!


Epoch21 Train Loss: 0.011462947084606634
Epoch21 Val Loss: 0.012943018173825914
New best test loss!


Epoch22 Train Loss: 0.0113131537334259
Epoch22 Val Loss: 0.012915073608064211
New best test loss!


Epoch23 Train Loss: 0.011144870138295253
Epoch23 Val Loss: 0.012794918929164118
New best test loss!


Epoch24 Train Loss: 0.011056351424885286
Epoch24 Val Loss: 0.012721261920036848
New best test loss!


Epoch25 Train Loss: 0.010994699143742914
Epoch25 Val Loss: 0.012581223673500092
New best test loss!


Epoch26 Train Loss: 0.010818968620445074
Epoch26 Val Loss: 0.01245657280970939
New best test loss!


Epoch27 Train Loss: 0.010668642451687003
Epoch27 Val Loss: 0.012471596458840904


Epoch28 Train Loss: 0.010585522760963214
Epoch28 Val Loss: 0.01227212364494565
New best test loss!


Epoch29 Train Loss: 0.010469649484739506
Epoch29 Val Loss: 0.012167715292046036
New best test loss!


Epoch30 Train Loss: 0.010424252511339984
Epoch30 Val Loss: 0.012083447831578562
New best test loss!


Epoch31 Train Loss: 0.010239814850575164
Epoch31 Val Loss: 0.01201087892134042
New best test loss!


Epoch32 Train Loss: 0.010135909340899637
Epoch32 Val Loss: 0.0119324134115488
New best test loss!


Epoch33 Train Loss: 0.010054438616434106
Epoch33 Val Loss: 0.011923717985197176
New best test loss!


Epoch34 Train Loss: 0.009914877906159648
Epoch34 Val Loss: 0.011855752355810524
New best test loss!


Epoch35 Train Loss: 0.009730813889073837
Epoch35 Val Loss: 0.011591491413367752
New best test loss!


Epoch36 Train Loss: 0.009617319361127514
Epoch36 Val Loss: 0.011698067620180655


Epoch37 Train Loss: 0.009475621972409332
Epoch37 Val Loss: 0.011437717398164772
New best test loss!


Epoch38 Train Loss: 0.009315381275507554
Epoch38 Val Loss: 0.011381360539020443
New best test loss!


Epoch39 Train Loss: 0.00916853210174887
Epoch39 Val Loss: 0.0120661608943512


Epoch40 Train Loss: 0.008948039866936883
Epoch40 Val Loss: 0.011109404766512482
New best test loss!


Epoch41 Train Loss: 0.008729649038415414
Epoch41 Val Loss: 0.011157224830902613


Epoch42 Train Loss: 0.008545937635333569
Epoch42 Val Loss: 0.01149287558748474


