nohup: ignoring input
Epoch1 Train Loss: 0.019035041614285778
Epoch1 Val Loss: 0.01392796050575568
New best test loss!


Epoch2 Train Loss: 0.014690454771348543
Epoch2 Val Loss: 0.011311710077155092
New best test loss!


Epoch3 Train Loss: 0.012940333790089993
Epoch3 Val Loss: 0.010016151960345282
New best test loss!


Epoch4 Train Loss: 0.011716255951049952
Epoch4 Val Loss: 0.009229298931336685
New best test loss!


Epoch5 Train Loss: 0.01058891675661227
Epoch5 Val Loss: 0.008546569209167923
New best test loss!


Epoch6 Train Loss: 0.009638579494146518
Epoch6 Val Loss: 0.00794293506657496
New best test loss!


Epoch7 Train Loss: 0.008944164565544022
Epoch7 Val Loss: 0.00771383322745915
New best test loss!


Epoch8 Train Loss: 0.008455711027918741
Epoch8 Val Loss: 0.007644915553263839
New best test loss!


Epoch9 Train Loss: 0.008200452254045084
Epoch9 Val Loss: 0.007646478211926848


Epoch10 Train Loss: 0.008091486257145458
Epoch10 Val Loss: 0.007715706611653404


Epoch11 Train Loss: 0.008020631050579367
Epoch11 Val Loss: 0.007725564976454723


Epoch12 Train Loss: 0.007975884962956236
Epoch12 Val Loss: 0.007745935845437885


Epoch13 Train Loss: 0.00795823904371318
Epoch13 Val Loss: 0.00769670969255671


Epoch14 Train Loss: 0.007928595631398049
Epoch14 Val Loss: 0.007678487044863393


Epoch15 Train Loss: 0.007912651424175745
Epoch15 Val Loss: 0.007732872042574273


Epoch16 Train Loss: 0.00787436504986384
Epoch16 Val Loss: 0.007690002972429449


Epoch17 Train Loss: 0.007857348554259408
Epoch17 Val Loss: 0.007704495029015975


Epoch18 Train Loss: 0.007866209228332111
Epoch18 Val Loss: 0.00765256051646548


Epoch19 Train Loss: 0.007819306400930657
Epoch19 Val Loss: 0.007823408729788185


Epoch20 Train Loss: 0.007779813140677729
Epoch20 Val Loss: 0.007863277247928976


Epoch21 Train Loss: 0.007726039570588795
Epoch21 Val Loss: 0.007720871778187859


Epoch22 Train Loss: 0.007645527602464243
Epoch22 Val Loss: 0.007743789705206126


Epoch23 Train Loss: 0.007530363733154554
Epoch23 Val Loss: 0.007639681613649461
New best test loss!


Epoch24 Train Loss: 0.007418726609097294
Epoch24 Val Loss: 0.00771534264244738


Epoch25 Train Loss: 0.007213010347509986
Epoch25 Val Loss: 0.007849525851694492


Epoch26 Train Loss: 0.007022519548326636
Epoch26 Val Loss: 0.00797333981601303


Epoch27 Train Loss: 0.006810907990751018
Epoch27 Val Loss: 0.007986158309246712


Epoch28 Train Loss: 0.006513750181189659
Epoch28 Val Loss: 0.008117251854011978


Epoch29 Train Loss: 0.006332538553957213
Epoch29 Val Loss: 0.008543262937951622


Epoch30 Train Loss: 0.006035632312250815
Epoch30 Val Loss: 0.008342512001004929


Epoch31 Train Loss: 0.005762158276084282
Epoch31 Val Loss: 0.008503501103486626


Epoch32 Train Loss: 0.0054767681561904
Epoch32 Val Loss: 0.008603161326038979


Epoch33 Train Loss: 0.005258217385796718
Epoch33 Val Loss: 0.008902620558525106


Epoch34 Train Loss: 0.004973792748625628
Epoch34 Val Loss: 0.00974500763361319


Epoch35 Train Loss: 0.004705629968128464
Epoch35 Val Loss: 0.010304737605439188


Epoch36 Train Loss: 0.004548851031610266
Epoch36 Val Loss: 0.009443500767583433


Epoch37 Train Loss: 0.004299973230221388
Epoch37 Val Loss: 0.01016263844388904


Epoch38 Train Loss: 0.004120559009138718
Epoch38 Val Loss: 0.009658190415624887


Epoch39 Train Loss: 0.003921791664339391
Epoch39 Val Loss: 0.010790250459207376


Epoch40 Train Loss: 0.003751681257209708
Epoch40 Val Loss: 0.011170467153211199


Epoch41 Train Loss: 0.0036260788953254935
Epoch41 Val Loss: 0.009942910043775486


Epoch42 Train Loss: 0.003428928053435467
Epoch42 Val Loss: 0.012082488856453827


Epoch43 Train Loss: 0.0033024828732660045
Epoch43 Val Loss: 0.01089383526281877


Epoch44 Train Loss: 0.0032382373712745373
Epoch44 Val Loss: 0.010223147269137135


Epoch45 Train Loss: 0.0029588289209274274
Epoch45 Val Loss: 0.012205020594502626


Epoch46 Train Loss: 0.003079282487110949
Epoch46 Val Loss: 0.012210626415270277


Epoch47 Train Loss: 0.0027726997301123495
Epoch47 Val Loss: 0.012946892230328522


Epoch48 Train Loss: 0.0028405681469886087
Epoch48 Val Loss: 0.013808591877833029


Epoch49 Train Loss: 0.0025900502837548026
Epoch49 Val Loss: 0.011899010446388887


Lr changed to 1e-05
Epoch50 Train Loss: 0.0021927710862724515
Epoch50 Val Loss: 0.013917196910136303


Epoch51 Train Loss: 0.0019960877625859264
Epoch51 Val Loss: 0.01493961517165301


Epoch52 Train Loss: 0.0019019268719003498
Epoch52 Val Loss: 0.014576401419162123


Epoch53 Train Loss: 0.0018398362413865488
Epoch53 Val Loss: 0.014108342419185814


Epoch54 Train Loss: 0.0018152206662413592
Epoch54 Val Loss: 0.013821512657034853


Epoch55 Train Loss: 0.001759778508881242
Epoch55 Val Loss: 0.013975882522359352


Epoch56 Train Loss: 0.0017860085354553835
Epoch56 Val Loss: 0.013654803363937634


Epoch57 Train Loss: 0.001714072608438905
Epoch57 Val Loss: 0.013190865055295946


Epoch58 Train Loss: 0.0016980899046894974
Epoch58 Val Loss: 0.01413400683242813


Epoch59 Train Loss: 0.0016739406351188098
Epoch59 Val Loss: 0.013119951322458792


Epoch60 Train Loss: 0.0016709084704823862
Epoch60 Val Loss: 0.013723300526971403


Epoch61 Train Loss: 0.0016433565153913684
Epoch61 Val Loss: 0.013265686485135979


Epoch62 Train Loss: 0.0016220649340768765
Epoch62 Val Loss: 0.013732758062316181


Epoch63 Train Loss: 0.0015942646440982302
Epoch63 Val Loss: 0.014403711763923504


Epoch64 Train Loss: 0.0015718778684935077
Epoch64 Val Loss: 0.013682418248870155


Epoch65 Train Loss: 0.0015574604338211263
Epoch65 Val Loss: 0.0135333248376061


Epoch66 Train Loss: 0.0015523716982906502
Epoch66 Val Loss: 0.013219033815801065


Epoch67 Train Loss: 0.0015171188114898439
Epoch67 Val Loss: 0.013758457598321836


Epoch68 Train Loss: 0.0014986560190072993
Epoch68 Val Loss: 0.013316944290605301


Epoch69 Train Loss: 0.0014927137300095959
Epoch69 Val Loss: 0.013754789939589495


Epoch70 Train Loss: 0.0014739738974855385
Epoch70 Val Loss: 0.012843431711039839


Epoch71 Train Loss: 0.0014535780393809363
Epoch71 Val Loss: 0.01426518939150809


Epoch72 Train Loss: 0.0014274402011085995
Epoch72 Val Loss: 0.013694702572777023


Epoch73 Train Loss: 0.0014274700072502912
Epoch73 Val Loss: 0.013148526252494028


Epoch74 Train Loss: 0.0014057205783567547
Epoch74 Val Loss: 0.013670603179020687


Epoch75 Train Loss: 0.0013920566291116437
Epoch75 Val Loss: 0.013283654193397568


Epoch76 Train Loss: 0.0013823378092994215
Epoch76 Val Loss: 0.013411563464068613


Epoch77 Train Loss: 0.0013583248154310163
Epoch77 Val Loss: 0.013635393796545086


Epoch78 Train Loss: 0.0013412423142487601
Epoch78 Val Loss: 0.012972705478489163


Epoch79 Train Loss: 0.0013367978554830095
Epoch79 Val Loss: 0.01357401843637974


Epoch80 Train Loss: 0.0013437151208913617
Epoch80 Val Loss: 0.013924365291403845


Epoch81 Train Loss: 0.0013044149619277437
Epoch81 Val Loss: 0.013758604283467897


Epoch82 Train Loss: 0.001293328423376198
Epoch82 Val Loss: 0.013301763963322395


Epoch83 Train Loss: 0.0012895582907771462
Epoch83 Val Loss: 0.012969122387282305


Epoch84 Train Loss: 0.0012693936051507055
Epoch84 Val Loss: 0.013737944078696732


Epoch85 Train Loss: 0.0012690786069570468
Epoch85 Val Loss: 0.012787508379486395


Epoch86 Train Loss: 0.001245834257773914
Epoch86 Val Loss: 0.014067007344073772


Epoch87 Train Loss: 0.0012427823333075558
Epoch87 Val Loss: 0.013933382604433142


Epoch88 Train Loss: 0.0012197957211100624
Epoch88 Val Loss: 0.013509375363470537


Epoch89 Train Loss: 0.0012136639731169358
Epoch89 Val Loss: 0.013660913448638439


Epoch90 Train Loss: 0.0011901433582561624
Epoch90 Val Loss: 0.013487586871830057


Epoch91 Train Loss: 0.0011842733639812432
Epoch91 Val Loss: 0.01331358761262831


Epoch92 Train Loss: 0.0011642701152641596
Epoch92 Val Loss: 0.013538403831648104


Epoch93 Train Loss: 0.001155479101916593
Epoch93 Val Loss: 0.013592789393796907


Epoch94 Train Loss: 0.0011444750298857571
Epoch94 Val Loss: 0.01304222810252696


Epoch95 Train Loss: 0.0011391668948080474
Epoch95 Val Loss: 0.01368069877462739


Epoch96 Train Loss: 0.0011419949956511498
Epoch96 Val Loss: 0.013266527605622183


Epoch97 Train Loss: 0.0011188431383677602
Epoch97 Val Loss: 0.013605858409122045


Epoch98 Train Loss: 0.0011109440659072944
Epoch98 Val Loss: 0.012520587226383299


Epoch99 Train Loss: 0.0011028452165283804
Epoch99 Val Loss: 0.013488295638985313


Lr changed to 1.0000000000000002e-06
Epoch100 Train Loss: 0.0010823675020368716
Epoch100 Val Loss: 0.01349657952628431


Epoch101 Train Loss: 0.0010744802954192464
Epoch101 Val Loss: 0.013587192358628248


Epoch102 Train Loss: 0.0010800853708012718
Epoch102 Val Loss: 0.01370962171254579


Epoch103 Train Loss: 0.0010679039855161535
Epoch103 Val Loss: 0.013963525484123405


Epoch104 Train Loss: 0.001060809216011104
Epoch104 Val Loss: 0.01359891228878451


Epoch105 Train Loss: 0.0010569447750660476
Epoch105 Val Loss: 0.013488818023829906


Epoch106 Train Loss: 0.0010501417598748808
Epoch106 Val Loss: 0.01370729576693222


Epoch107 Train Loss: 0.0010494397138245404
Epoch107 Val Loss: 0.013631154533981178


Epoch108 Train Loss: 0.0010429698368681342
Epoch108 Val Loss: 0.014288778862227564


Epoch109 Train Loss: 0.001051047842909967
Epoch109 Val Loss: 0.013392091150811539


Epoch110 Train Loss: 0.0010532376727336072
Epoch110 Val Loss: 0.014073199571671064


Epoch111 Train Loss: 0.0010583784164602307
Epoch111 Val Loss: 0.01305886387471625


Epoch112 Train Loss: 0.0010529722758768603
Epoch112 Val Loss: 0.013988408901788815


Epoch113 Train Loss: 0.0010503985631508807
Epoch113 Val Loss: 0.013226018366998991


Epoch114 Train Loss: 0.001049722810584335
Epoch114 Val Loss: 0.013764415706884563


Epoch115 Train Loss: 0.0010398030742688534
Epoch115 Val Loss: 0.013189924534837248


Epoch116 Train Loss: 0.0010436435596949834
Epoch116 Val Loss: 0.013960657678102787


Epoch117 Train Loss: 0.0010385751859387764
Epoch117 Val Loss: 0.01259491346256221


Epoch118 Train Loss: 0.0010460056195238294
Epoch118 Val Loss: 0.013697529773624205


Epoch119 Train Loss: 0.0010234922462228203
Epoch119 Val Loss: 0.013355489952762136


Epoch120 Train Loss: 0.0010366235874014486
Epoch120 Val Loss: 0.013542469654708355


Epoch121 Train Loss: 0.0010284988264691332
Epoch121 Val Loss: 0.013326591339664183


Epoch122 Train Loss: 0.0010350361693729807
Epoch122 Val Loss: 0.013669438699410053


Epoch123 Train Loss: 0.0010264516285508989
Epoch123 Val Loss: 0.013940594869522238


Epoch124 Train Loss: 0.0010434715964167441
Epoch124 Val Loss: 0.013515452838383802


Epoch125 Train Loss: 0.0010266709780432167
Epoch125 Val Loss: 0.013178555351315123


Epoch126 Train Loss: 0.0010225585204981008
Epoch126 Val Loss: 0.01368226451561228


Epoch127 Train Loss: 0.0010207282142399307
Epoch127 Val Loss: 0.014519449028926405


Epoch128 Train Loss: 0.001022924640625774
Epoch128 Val Loss: 0.014889829523360777


Epoch129 Train Loss: 0.0010181262811545975
Epoch129 Val Loss: 0.013862277708741516


Epoch130 Train Loss: 0.0010110403354535297
Epoch130 Val Loss: 0.013926657022262907


Epoch131 Train Loss: 0.0010145295442563808
