nohup: ignoring input
Epoch1 Train Loss: 0.021225918352321873
Epoch1 Val Loss: 0.019562067525345974
New best test loss!


Epoch2 Train Loss: 0.018637330122644593
Epoch2 Val Loss: 0.01797507984050806
New best test loss!


Epoch3 Train Loss: 0.01711319680164101
Epoch3 Val Loss: 0.016489947973032715
New best test loss!


Epoch4 Train Loss: 0.015693900293497258
Epoch4 Val Loss: 0.015032538744143661
New best test loss!


Epoch5 Train Loss: 0.014341842968381166
Epoch5 Val Loss: 0.013863253970391193
New best test loss!


Epoch6 Train Loss: 0.013061999849246504
Epoch6 Val Loss: 0.012434369333490868
New best test loss!


Epoch7 Train Loss: 0.01183293971471042
Epoch7 Val Loss: 0.011203346162916643
New best test loss!


Epoch8 Train Loss: 0.010642629068591617
Epoch8 Val Loss: 0.010009919780359281
New best test loss!


Epoch9 Train Loss: 0.0095359868590341
Epoch9 Val Loss: 0.008952360104509336
New best test loss!


Epoch10 Train Loss: 0.008521998532069407
Epoch10 Val Loss: 0.008051761525421745
New best test loss!


Epoch11 Train Loss: 0.007606343627681115
Epoch11 Val Loss: 0.007177019366633751
New best test loss!


Epoch12 Train Loss: 0.00676021893164995
Epoch12 Val Loss: 0.006246595593152153
New best test loss!


Epoch13 Train Loss: 0.00600784511455226
Epoch13 Val Loss: 0.005458310059957667
New best test loss!


Epoch14 Train Loss: 0.005306049198064988
Epoch14 Val Loss: 0.004808009711335927
New best test loss!


Epoch15 Train Loss: 0.004698126756935748
Epoch15 Val Loss: 0.004251200877552133
New best test loss!


Epoch16 Train Loss: 0.004151323372762568
Epoch16 Val Loss: 0.0037058764609737673
New best test loss!


Epoch17 Train Loss: 0.00366159033130161
Epoch17 Val Loss: 0.003201489627596889
New best test loss!


Epoch18 Train Loss: 0.0032100948070290527
Epoch18 Val Loss: 0.0027988156370023494
New best test loss!


Epoch19 Train Loss: 0.0028453690384746726
Epoch19 Val Loss: 0.0025439265580438027
New best test loss!


Epoch20 Train Loss: 0.0024839249742143912
Epoch20 Val Loss: 0.0021598457514611473
New best test loss!


Epoch21 Train Loss: 0.0022131963088015557
Epoch21 Val Loss: 0.0018654727476387627
New best test loss!


Epoch22 Train Loss: 0.0019613709222901414
Epoch22 Val Loss: 0.0016624990541473207
New best test loss!


Epoch23 Train Loss: 0.001732915011895615
Epoch23 Val Loss: 0.0016081729101333694
New best test loss!


Epoch24 Train Loss: 0.001532404202812172
Epoch24 Val Loss: 0.0013398129630426488
New best test loss!


Epoch25 Train Loss: 0.001369158340594511
Epoch25 Val Loss: 0.0011392540576940155
New best test loss!


Epoch26 Train Loss: 0.001226852446712248
Epoch26 Val Loss: 0.00118448505023487


Epoch27 Train Loss: 0.0011052280537378666
Epoch27 Val Loss: 0.0010197845990714347
New best test loss!


Epoch28 Train Loss: 0.0009997232991552762
Epoch28 Val Loss: 0.0009700768530290275
New best test loss!


Epoch29 Train Loss: 0.0009064802718539766
Epoch29 Val Loss: 0.0007990102402679377
New best test loss!


Epoch30 Train Loss: 0.0008313503535390958
Epoch30 Val Loss: 0.0007520745568497693
New best test loss!


Epoch31 Train Loss: 0.0007523809277969603
Epoch31 Val Loss: 0.0006541778629201517
New best test loss!


Epoch32 Train Loss: 0.0006938975260112646
Epoch32 Val Loss: 0.0007580888552078302


Epoch33 Train Loss: 0.0006393761007917299
Epoch33 Val Loss: 0.000666447812065541


Epoch34 Train Loss: 0.0006029451390425748
Epoch34 Val Loss: 0.0007056298436246057


Epoch35 Train Loss: 0.0005580641711953357
Epoch35 Val Loss: 0.0005588099772751095
New best test loss!


Epoch36 Train Loss: 0.0005330218236866974
Epoch36 Val Loss: 0.0005461432282691417
New best test loss!


Epoch37 Train Loss: 0.0004944595612206552
Epoch37 Val Loss: 0.0005943276937830118


Epoch38 Train Loss: 0.00047252276889011793
Epoch38 Val Loss: 0.0006079538142473016


Epoch39 Train Loss: 0.00043746696249655323
Epoch39 Val Loss: 0.0006175971042723131


Epoch40 Train Loss: 0.00041784723891585785
Epoch40 Val Loss: 0.0006782951628561076


Epoch41 Train Loss: 0.00041063758594201354
Epoch41 Val Loss: 0.000453892340012415
New best test loss!


Epoch42 Train Loss: 0.0003862798799156896
Epoch42 Val Loss: 0.0005127188242844285


Epoch43 Train Loss: 0.00037845523987730745
Epoch43 Val Loss: 0.000505117157152676


Epoch44 Train Loss: 0.00036729258052345176
Epoch44 Val Loss: 0.0005789237564407554


Epoch45 Train Loss: 0.00035339927874899937
Epoch45 Val Loss: 0.0005557471186864989


Epoch46 Train Loss: 0.0003411294506184833
Epoch46 Val Loss: 0.0005290874259175833


Epoch47 Train Loss: 0.0003310904973702526
Epoch47 Val Loss: 0.0005216066601621146


Epoch48 Train Loss: 0.000332297310042151
Epoch48 Val Loss: 0.00048420308292775917


Epoch49 Train Loss: 0.00031319537007874933
Epoch49 Val Loss: 0.0006445253492432386


Lr changed to 1.0000000000000002e-06
Epoch50 Train Loss: 0.00027470878720278367
Epoch50 Val Loss: 0.000511808432540482


Epoch51 Train Loss: 0.0002676858552700358
Epoch51 Val Loss: 0.0005259897255575547


Epoch52 Train Loss: 0.00026349826250041683
Epoch52 Val Loss: 0.00048190808998560715


Epoch53 Train Loss: 0.00025176504458949316
Epoch53 Val Loss: 0.0005414231345351977


Epoch54 Train Loss: 0.0002516958934705916
Epoch54 Val Loss: 0.0005192495238315682


Epoch55 Train Loss: 0.0002420067895965486
Epoch55 Val Loss: 0.0005370775367745612


Epoch56 Train Loss: 0.0002445779060990361
Epoch56 Val Loss: 0.0005301135912419779


Epoch57 Train Loss: 0.00024019975105896577
Epoch57 Val Loss: 0.0005077608334629432


Epoch58 Train Loss: 0.00023756010689418645
Epoch58 Val Loss: 0.0005150020934827871


Epoch59 Train Loss: 0.0002376853419436224
Epoch59 Val Loss: 0.0005326468843539712


Epoch60 Train Loss: 0.00023427380716034479
Epoch60 Val Loss: 0.0005573709188605878


Epoch61 Train Loss: 0.0002336343125176134
Epoch61 Val Loss: 0.0005335923718664014


Epoch62 Train Loss: 0.00022784992531918824
Epoch62 Val Loss: 0.0005399400536437201


Epoch63 Train Loss: 0.00022808884086685213
Epoch63 Val Loss: 0.0005272779649317422


Epoch64 Train Loss: 0.0002292811447880833
Epoch64 Val Loss: 0.0005606040094730018


Epoch65 Train Loss: 0.00022338682062441353
Epoch65 Val Loss: 0.000542462070267623


Epoch66 Train Loss: 0.00023001136093628842
Epoch66 Val Loss: 0.0005813627184782182


Epoch67 Train Loss: 0.00021809129437269374
Epoch67 Val Loss: 0.0005153577126886534


Epoch68 Train Loss: 0.00022279240271500355
Epoch68 Val Loss: 0.0005712394206263174


Epoch69 Train Loss: 0.00022339460334444217
Epoch69 Val Loss: 0.0005197947389631482


Epoch70 Train Loss: 0.0002219589334913149
Epoch70 Val Loss: 0.0005333412399365811


Epoch71 Train Loss: 0.00022006874276008913
Epoch71 Val Loss: 0.0005596683701753067


Epoch72 Train Loss: 0.00021663255324065378
Epoch72 Val Loss: 0.0005308976605514921


Epoch73 Train Loss: 0.0002191933255750254
Epoch73 Val Loss: 0.000580647251076692


Epoch74 Train Loss: 0.0002140801113475465
Epoch74 Val Loss: 0.0005357823413164798


Epoch75 Train Loss: 0.00021200226393527547
Epoch75 Val Loss: 0.0005881287628718516


Epoch76 Train Loss: 0.000214682862158734
Epoch76 Val Loss: 0.0005420396479928918


Epoch77 Train Loss: 0.0002119304477317958
Epoch77 Val Loss: 0.0005829564537435809


Epoch78 Train Loss: 0.0002055158969321529
Epoch78 Val Loss: 0.0005809798185150378


Epoch79 Train Loss: 0.0002136556772266923
Epoch79 Val Loss: 0.0005915585496709516


Epoch80 Train Loss: 0.00020879320448212332
Epoch80 Val Loss: 0.0005712886880813302


Epoch81 Train Loss: 0.00020237674903875945
Epoch81 Val Loss: 0.0005850517086694521


Epoch82 Train Loss: 0.00020507303924426109
Epoch82 Val Loss: 0.0005991247394251022


Epoch83 Train Loss: 0.00020648164715082092
Epoch83 Val Loss: 0.0005485639810483603


Epoch84 Train Loss: 0.00020608451065558893
Epoch84 Val Loss: 0.0005342356016434857


Epoch85 Train Loss: 0.00020179464553612468
Epoch85 Val Loss: 0.0005707831928145744


Epoch86 Train Loss: 0.00020544340651135667
Epoch86 Val Loss: 0.0005402216922162943


Epoch87 Train Loss: 0.00020236711173910685
Epoch87 Val Loss: 0.0005873575369791865


Epoch88 Train Loss: 0.00020188080430923584
Epoch88 Val Loss: 0.0005760455009563088


Epoch89 Train Loss: 0.00020042483644631224
Epoch89 Val Loss: 0.0006013219514726728


Epoch90 Train Loss: 0.0001983303377892872
Epoch90 Val Loss: 0.0006070495442007527


Epoch91 Train Loss: 0.00019872255321353938
Epoch91 Val Loss: 0.0005794151419864498


Epoch92 Train Loss: 0.0001970309981920577
Epoch92 Val Loss: 0.000560442231747669


Epoch93 Train Loss: 0.000194546037670504
Epoch93 Val Loss: 0.0006361188420998877


Epoch94 Train Loss: 0.00019551116707784341
Epoch94 Val Loss: 0.0005993763137024696


Epoch95 Train Loss: 0.00019547799159625798
Epoch95 Val Loss: 0.0006242195292767407


Epoch96 Train Loss: 0.00019240278417570662
Epoch96 Val Loss: 0.000584074164764055


Epoch97 Train Loss: 0.00019461884711105567
Epoch97 Val Loss: 0.0005551820463833444


Epoch98 Train Loss: 0.0001934332526831525
Epoch98 Val Loss: 0.0005994308377924094


Epoch99 Train Loss: 0.00019267635745064677
Epoch99 Val Loss: 0.0005836152196745235


Lr changed to 1.0000000000000002e-07
Epoch100 Train Loss: 0.00018928424216840307
Epoch100 Val Loss: 0.0005844241064606291


Epoch101 Train Loss: 0.0001906274481973433
Epoch101 Val Loss: 0.0005809720783532451


Epoch102 Train Loss: 0.0001880268442274838
Epoch102 Val Loss: 0.0005759349833972683


Epoch103 Train Loss: 0.00019039736065856763
Epoch103 Val Loss: 0.0005835113336475706


Epoch104 Train Loss: 0.00018703719285070346
Epoch104 Val Loss: 0.0005692347033840159


Epoch105 Train Loss: 0.00018397262541644058
Epoch105 Val Loss: 0.0005869616113838706


Epoch106 Train Loss: 0.00018586507566302224
Epoch106 Val Loss: 0.0005904080239474303


Epoch107 Train Loss: 0.00018979513576369562
Epoch107 Val Loss: 0.0005858364816858127


Epoch108 Train Loss: 0.000187696214224181
Epoch108 Val Loss: 0.0005916480443714007


Epoch109 Train Loss: 0.00019075243324303943
Epoch109 Val Loss: 0.0005981809262073401


Epoch110 Train Loss: 0.00018280540435605796
Epoch110 Val Loss: 0.0005986604947542799


Epoch111 Train Loss: 0.0001856975131754452
Epoch111 Val Loss: 0.0005829394733648605


Epoch112 Train Loss: 0.00019041111780510853
Epoch112 Val Loss: 0.0005814000879499046


Epoch113 Train Loss: 0.00018555093398269954
Epoch113 Val Loss: 0.0005866860239539536


Epoch114 Train Loss: 0.00018909832036944564
Epoch114 Val Loss: 0.0005703939423112295


Epoch115 Train Loss: 0.0001885759086968386
Epoch115 Val Loss: 0.0005828664203730261


Epoch116 Train Loss: 0.00018755008971222385
Epoch116 Val Loss: 0.0005998839526062976


Epoch117 Train Loss: 0.00018703906817024954
Epoch117 Val Loss: 0.0005836042149755638


Epoch118 Train Loss: 0.00018510953186963807
Epoch118 Val Loss: 0.0005812994069487288


Epoch119 Train Loss: 0.0001846850580294001
Epoch119 Val Loss: 0.0005942387518636166


Epoch120 Train Loss: 0.00018491362645380765
Epoch120 Val Loss: 0.0005906811069908192


Epoch121 Train Loss: 0.00018667845673435324
Epoch121 Val Loss: 0.0005850002945097696


Epoch122 Train Loss: 0.0001851991783672935
Epoch122 Val Loss: 0.0005885961058160611


Epoch123 Train Loss: 0.00018770668422160613
Epoch123 Val Loss: 0.0005888234147843715


Epoch124 Train Loss: 0.0001875316094833794
Epoch124 Val Loss: 0.0005949870756875149


Epoch125 Train Loss: 0.00018488743780347905
Epoch125 Val Loss: 0.0005832949533018042


Epoch126 Train Loss: 0.00018930373948316417
Epoch126 Val Loss: 0.0005929150676283598


Epoch127 Train Loss: 0.00018332351454679064
Epoch127 Val Loss: 0.0005814837855047624

