nohup: ignoring input
Epoch1 Train Loss: 0.015228795173228352
Epoch1 Val Loss: 0.009650366815182531
New best test loss!


Epoch2 Train Loss: 0.00683600875763487
Epoch2 Val Loss: 0.004418363163986382
New best test loss!


Epoch3 Train Loss: 0.0034537029736131804
Epoch3 Val Loss: 0.002315213685371816
New best test loss!


Epoch4 Train Loss: 0.0021212600974354315
Epoch4 Val Loss: 0.0013443116191897311
New best test loss!


Epoch5 Train Loss: 0.0015925549921852885
Epoch5 Val Loss: 0.0010771375512691982
New best test loss!


Epoch6 Train Loss: 0.0013008930609114937
Epoch6 Val Loss: 0.0010936068928013992


Epoch7 Train Loss: 0.0011417312814548542
Epoch7 Val Loss: 0.0007019978500068266
New best test loss!


Epoch8 Train Loss: 0.0010475451428566586
Epoch8 Val Loss: 0.0006632886125125747
New best test loss!


Epoch9 Train Loss: 0.0010040437666426064
Epoch9 Val Loss: 0.0006648804747029569


Epoch10 Train Loss: 0.0009478815032311712
Epoch10 Val Loss: 0.0005366053046935946
New best test loss!


Epoch11 Train Loss: 0.0009163835462350222
Epoch11 Val Loss: 0.0005332381042439555
New best test loss!


Epoch12 Train Loss: 0.0008575660087611109
Epoch12 Val Loss: 0.0004849997858304594
New best test loss!


Epoch13 Train Loss: 0.0008466754006941682
Epoch13 Val Loss: 0.000510547427296128


Epoch14 Train Loss: 0.000824254478088489
Epoch14 Val Loss: 0.00048097541275997406
New best test loss!


Epoch15 Train Loss: 0.0008064404111436336
Epoch15 Val Loss: 0.000444147426006783
New best test loss!


Epoch16 Train Loss: 0.0007514466519639401
Epoch16 Val Loss: 0.00042259359452505356
New best test loss!


Epoch17 Train Loss: 0.0007257180879691657
Epoch17 Val Loss: 0.0004893915466375266


Epoch18 Train Loss: 0.0007059489227100555
Epoch18 Val Loss: 0.0005346908490510955


Epoch19 Train Loss: 0.0006679181825264566
Epoch19 Val Loss: 0.00045244657460290926


Epoch20 Train Loss: 0.0006594890045066003
Epoch20 Val Loss: 0.000494360706581193


Epoch21 Train Loss: 0.0006267024686597493
Epoch21 Val Loss: 0.0004199844931052293
New best test loss!


Epoch22 Train Loss: 0.000598626654572735
Epoch22 Val Loss: 0.000506369899516638


Epoch23 Train Loss: 0.0005811616023785761
Epoch23 Val Loss: 0.0005214455002509009


Epoch24 Train Loss: 0.000554093494879123
Epoch24 Val Loss: 0.00040674058116766304
New best test loss!


Epoch25 Train Loss: 0.0005302402958764521
Epoch25 Val Loss: 0.00043758666768611187


Epoch26 Train Loss: 0.0005110902526476112
Epoch26 Val Loss: 0.000433544133211902


Epoch27 Train Loss: 0.0004947554241140205
Epoch27 Val Loss: 0.00042806203846423364


Epoch28 Train Loss: 0.00047161912250667456
Epoch28 Val Loss: 0.0003818555935058983
New best test loss!


Epoch29 Train Loss: 0.0004555433539894765
Epoch29 Val Loss: 0.0003965048926817413


Epoch30 Train Loss: 0.00043727350382689585
Epoch30 Val Loss: 0.00040493919348469365


Epoch31 Train Loss: 0.0004189398673775074
Epoch31 Val Loss: 0.0005148391887221647


Epoch32 Train Loss: 0.00042444666404510654
Epoch32 Val Loss: 0.0003777236318183825
New best test loss!


Epoch33 Train Loss: 0.00040391382235869887
Epoch33 Val Loss: 0.00043512906385916966


Epoch34 Train Loss: 0.0003868647097334139
Epoch34 Val Loss: 0.0004976268830722656


Epoch35 Train Loss: 0.0003683398025453183
Epoch35 Val Loss: 0.0003902202445095864


Epoch36 Train Loss: 0.0003616847680363443
Epoch36 Val Loss: 0.0003917107207649075


Epoch37 Train Loss: 0.0003616149584455739
Epoch37 Val Loss: 0.0003977272885315346


Epoch38 Train Loss: 0.0003523441665662285
Epoch38 Val Loss: 0.0005025766883168138


Epoch39 Train Loss: 0.0003313883917982035
Epoch39 Val Loss: 0.0004537855716709327


Epoch40 Train Loss: 0.0003208488239570703
Epoch40 Val Loss: 0.00044064891950395423


Epoch41 Train Loss: 0.0003099345811055121
Epoch41 Val Loss: 0.0004225755098112644


Epoch42 Train Loss: 0.0003167871258380215
Epoch42 Val Loss: 0.0004889302345898311


Epoch43 Train Loss: 0.0002997024736164449
Epoch43 Val Loss: 0.00044770252968188333


Epoch44 Train Loss: 0.0002846291316597875
Epoch44 Val Loss: 0.0004216470600416263


Epoch45 Train Loss: 0.00028497004047497423
Epoch45 Val Loss: 0.0004310951247929113


Epoch46 Train Loss: 0.0002746151658311216
Epoch46 Val Loss: 0.0004903506775962113


Epoch47 Train Loss: 0.0002789338152150165
Epoch47 Val Loss: 0.0004266583973024045


Epoch48 Train Loss: 0.00026500405210438656
Epoch48 Val Loss: 0.00037248404291660887
New best test loss!


Epoch49 Train Loss: 0.000267835461873982
Epoch49 Val Loss: 0.000445978459564672


Lr changed to 1e-05
Epoch50 Train Loss: 0.00022385155638925545
Epoch50 Val Loss: 0.0004367682553965191


Epoch51 Train Loss: 0.00021031842282323213
Epoch51 Val Loss: 0.0004520502496064102


Epoch52 Train Loss: 0.00019689885691153135
Epoch52 Val Loss: 0.0004550432252583532


Epoch53 Train Loss: 0.0001916548424881796
Epoch53 Val Loss: 0.0004648449088352314


Epoch54 Train Loss: 0.0001843022348966827
Epoch54 Val Loss: 0.00045923281851198834


Epoch55 Train Loss: 0.00018128215370558881
Epoch55 Val Loss: 0.0004610703639656659


Epoch56 Train Loss: 0.00017767342725080143
Epoch56 Val Loss: 0.00044006449679631805


Epoch57 Train Loss: 0.00017382035390249884
Epoch57 Val Loss: 0.000504893526233664


Epoch58 Train Loss: 0.0001695945154794173
Epoch58 Val Loss: 0.00048327826488669837


Epoch59 Train Loss: 0.00016988114016284808
Epoch59 Val Loss: 0.0004948088991282722


Epoch60 Train Loss: 0.00016463962005998877
Epoch60 Val Loss: 0.00047450371108684146


Epoch61 Train Loss: 0.00016432268869259235
Epoch61 Val Loss: 0.0004846931555417608


Epoch62 Train Loss: 0.00016377031731369963
Epoch62 Val Loss: 0.0004943894082496289


Epoch63 Train Loss: 0.00016119202422722697
Epoch63 Val Loss: 0.00048332038852085554


Epoch64 Train Loss: 0.00015384648772292036
Epoch64 Val Loss: 0.0004884310383276035


Epoch65 Train Loss: 0.00015614007406666793
Epoch65 Val Loss: 0.0005247618890169895


Epoch66 Train Loss: 0.0001554033436090098
Epoch66 Val Loss: 0.0004928918170088679


Epoch67 Train Loss: 0.0001514592753911796
Epoch67 Val Loss: 0.0004922618392526083


Epoch68 Train Loss: 0.0001530409197045574
Epoch68 Val Loss: 0.0005239161665211475


Epoch69 Train Loss: 0.0001479490319767648
Epoch69 Val Loss: 0.0005082450475794053


Epoch70 Train Loss: 0.00014861147292408202
Epoch70 Val Loss: 0.000516234686639901


Epoch71 Train Loss: 0.00014676155097338616
Epoch71 Val Loss: 0.0005487668492410415


Epoch72 Train Loss: 0.00014507035578932313
Epoch72 Val Loss: 0.0005353895538733175


Epoch73 Train Loss: 0.0001472255895901688
Epoch73 Val Loss: 0.0005515086070704366


Epoch74 Train Loss: 0.00014581963177730438
Epoch74 Val Loss: 0.0005475811645565296


Epoch75 Train Loss: 0.00014217869008608327
Epoch75 Val Loss: 0.0005281933519513161


Epoch76 Train Loss: 0.00013693334597975607
Epoch76 Val Loss: 0.0005663735092628615


Epoch77 Train Loss: 0.00013858641331660274
Epoch77 Val Loss: 0.0005344178433111613


Epoch78 Train Loss: 0.00013614443088971645
Epoch78 Val Loss: 0.0005295283973403521


Epoch79 Train Loss: 0.00013646158475337194
Epoch79 Val Loss: 0.0005174304453143175


Epoch80 Train Loss: 0.00013452472038482968
Epoch80 Val Loss: 0.0005528445279517742


Epoch81 Train Loss: 0.00013495334622618002
Epoch81 Val Loss: 0.0005641310611967984


Epoch82 Train Loss: 0.00013449779517691742
Epoch82 Val Loss: 0.0006041034064666712


Epoch83 Train Loss: 0.00013343514277466993
Epoch83 Val Loss: 0.0005676442093420799


Epoch84 Train Loss: 0.00013284390315618027
Epoch84 Val Loss: 0.0005567859304879887


Epoch85 Train Loss: 0.00013095955387129132
Epoch85 Val Loss: 0.0005869059087230047


Epoch86 Train Loss: 0.00013081958023126146
Epoch86 Val Loss: 0.0005661080952130052


Epoch87 Train Loss: 0.00012977832430757528
Epoch87 Val Loss: 0.0006008337500930932


Epoch88 Train Loss: 0.00012725414726848285
Epoch88 Val Loss: 0.0005857337472349287


Epoch89 Train Loss: 0.00012569986113241714
Epoch89 Val Loss: 0.0005990355944307582


Epoch90 Train Loss: 0.00012711555375825916
Epoch90 Val Loss: 0.0005774519667618359


Epoch91 Train Loss: 0.00012198212496611864
Epoch91 Val Loss: 0.0005782615345545672


Epoch92 Train Loss: 0.00012505056722767575
Epoch92 Val Loss: 0.000585094401649689


Epoch93 Train Loss: 0.00012032383135023229
Epoch93 Val Loss: 0.0005827205407780464


Epoch94 Train Loss: 0.00012514123248047183
Epoch94 Val Loss: 0.0006115174231429895


Epoch95 Train Loss: 0.00012526283447729123
Epoch95 Val Loss: 0.0006053688523650405


Epoch96 Train Loss: 0.00012107661384999185
Epoch96 Val Loss: 0.000579792247258117


Epoch97 Train Loss: 0.00012112468702464117
Epoch97 Val Loss: 0.0006215302267495902


Epoch98 Train Loss: 0.00012121875119914833
Epoch98 Val Loss: 0.0006205509600814859


Epoch99 Train Loss: 0.00011805863646330967
Epoch99 Val Loss: 0.0006286809362019553


Lr changed to 1.0000000000000002e-06
Epoch100 Train Loss: 0.00011845405026196138
Epoch100 Val Loss: 0.000625798207546961


Epoch101 Train Loss: 0.00011606345028394859
Epoch101 Val Loss: 0.0006240332488103111


Epoch102 Train Loss: 0.0001155262224331031
Epoch102 Val Loss: 0.0006258512052004281


Epoch103 Train Loss: 0.00011706945895424902
Epoch103 Val Loss: 0.0006292689578148766


Epoch104 Train Loss: 0.00011452153743148438
Epoch104 Val Loss: 0.0006470454651837842


Epoch105 Train Loss: 0.00011610495750935548
Epoch105 Val Loss: 0.0006315502803159169


Epoch106 Train Loss: 0.00011317076610960581
Epoch106 Val Loss: 0.0006372768404907074


Epoch107 Train Loss: 0.00011242641888572453
Epoch107 Val Loss: 0.0006375455822702374


Epoch108 Train Loss: 0.000112849510595268
Epoch108 Val Loss: 0.000638393031823423


Epoch109 Train Loss: 0.00011254015235843251
Epoch109 Val Loss: 0.0006412366627223486


Epoch110 Train Loss: 0.00011548070250903858
Epoch110 Val Loss: 0.0006442283101046116


Epoch111 Train Loss: 0.00011003244404084444
Epoch111 Val Loss: 0.0006317143636474653


Epoch112 Train Loss: 0.00011231904967592725
Epoch112 Val Loss: 0.0006321067823654186


Epoch113 Train Loss: 0.000113559176502966
Epoch113 Val Loss: 0.0006430370147844312


Epoch114 Train Loss: 0.00011130287063509859
Epoch114 Val Loss: 0.0006430364939063905


Epoch115 Train Loss: 0.00011371278340316066
Epoch115 Val Loss: 0.0006477091901927048


Epoch116 Train Loss: 0.00011216314483781189
Epoch116 Val Loss: 0.0006413486146899394


Epoch117 Train Loss: 0.00011112431127838118
Epoch117 Val Loss: 0.000646681214372317


Epoch118 Train Loss: 0.00011194740350549887
Epoch118 Val Loss: 0.0006380040242737932


Epoch119 Train Loss: 0.00011300033310641078
Epoch119 Val Loss: 0.0006628388076362952


Epoch120 Train Loss: 0.00011268354266650949
Epoch120 Val Loss: 0.0006489341935002992


Epoch121 Train Loss: 0.00011200525639462101
Epoch121 Val Loss: 0.0006445750633404346


Epoch122 Train Loss: 0.00011312042704682572
Epoch122 Val Loss: 0.0006605744366785598


Epoch123 Train Loss: 0.00011278369562630247
Epoch123 Val Loss: 0.0006433602505914464


Epoch124 Train Loss: 0.00011123116718486175
Epoch124 Val Loss: 0.0006435009870526034


Epoch125 Train Loss: 0.00011166798216700246
Epoch125 Val Loss: 0.0006313821673884065


Epoch126 Train Loss: 0.00011055038728163106
Epoch126 Val Loss: 0.0006494751189036567


Epoch127 Train Loss: 0.0001112547414757426
Epoch127 Val Loss: 0.0006470945467423937


Epoch128 Train Loss: 0.00011196225258506679
Epoch128 Val Loss: 0.0006449896877825417


Epoch129 Train Loss: 0.00011027227970392775
Epoch129 Val Loss: 0.0006437310875345596


Epoch130 Train Loss: 0.00011020093665057785
Epoch130 Val Loss: 0.0006355699341945419


Epoch131 Train Loss: 0.00011221220671755265
Epoch131 Val Loss: 0.0006379649602612959


Epoch132 Train Loss: 0.00011058894004362448
Epoch132 Val Loss: 0.0006557057626368736


Epoch133 Train Loss: 0.00011395168699254722
Epoch133 Val Loss: 0.0006601080943846263


Epoch134 Train Loss: 0.00011015951947490126
Epoch134 Val Loss: 0.0006394428010828724


Epoch135 Train Loss: 0.00011092815194253248
Epoch135 Val Loss: 0.0006485136455275874


Epoch136 Train Loss: 0.00011017169775929719
Epoch136 Val Loss: 0.000642436338105142


Epoch137 Train Loss: 0.00010810742163043482
Epoch137 Val Loss: 0.0006589004622676626


Epoch138 Train Loss: 0.0001094471849140778
Epoch138 Val Loss: 0.0006559879969368653


Epoch139 Train Loss: 0.00011005396922007872
Epoch139 Val Loss: 0.000671377099378032


Epoch140 Train Loss: 0.00011067647088445944
Epoch140 Val Loss: 0.0006619289754221169


Epoch141 Train Loss: 0.00010879867345824388
Epoch141 Val Loss: 0.0006553151679123422


Epoch142 Train Loss: 0.00010972310950767876
Epoch142 Val Loss: 0.0006506678455647901


Epoch143 Train Loss: 0.0001076846356726397
Epoch143 Val Loss: 0.0006655855294518242


Epoch144 Train Loss: 0.00011048814617410451
Epoch144 Val Loss: 0.0006630261310858453


Epoch145 Train Loss: 0.00011036335532417614
Epoch145 Val Loss: 0.0006546273260660794


Epoch146 Train Loss: 0.000109833390562599
Epoch146 Val Loss: 0.000657650953151374


Epoch147 Train Loss: 0.0001099261780980422
Epoch147 Val Loss: 0.000663952947359861


Epoch148 Train Loss: 0.0001102763951605675
Epoch148 Val Loss: 0.0006442143611256548


Epoch149 Train Loss: 0.00010776284113205927
Epoch149 Val Loss: 0.0006576053447265556


Lr changed to 1.0000000000000002e-07
Epoch150 Train Loss: 0.00011218310009204941
Epoch150 Val Loss: 0.0006662758216949005


Epoch151 Train Loss: 0.00011089266493282287
Epoch151 Val Loss: 0.0006596660118780745


Epoch152 Train Loss: 0.00010751565341964953
Epoch152 Val Loss: 0.0006545588628134944


Epoch153 Train Loss: 0.00011175450741770429
Epoch153 Val Loss: 0.0006629158405290134


Epoch154 Train Loss: 0.00010892497346228229
Epoch154 Val Loss: 0.0006584568453488849


Epoch155 Train Loss: 0.0001095547370361704
Epoch155 Val Loss: 0.0006640311784561287


Epoch156 Train Loss: 0.00010890526939211934
Epoch156 Val Loss: 0.0006560519403914218


Epoch157 Train Loss: 0.00010791624120340392
Epoch157 Val Loss: 0.0006539238265891006


Epoch158 Train Loss: 0.00010824850611553023
Epoch158 Val Loss: 0.000661304569036279


Epoch159 Train Loss: 0.00011061911050766253
Epoch159 Val Loss: 0.0006507145061755211


Epoch160 Train Loss: 0.00010788109826959841
Epoch160 Val Loss: 0.0006547754382584563


Epoch161 Train Loss: 0.00010782929584074565
Epoch161 Val Loss: 0.0006549113119641939


Epoch162 Train Loss: 0.00010962860901384744
Epoch162 Val Loss: 0.0006639722867209921


Epoch163 Train Loss: 0.00010757695383651914
Epoch163 Val Loss: 0.0006574312456894534


Epoch164 Train Loss: 0.00010935894035688698
Epoch164 Val Loss: 0.0006525605574633057


Epoch165 Train Loss: 0.00011029144814483086
Epoch165 Val Loss: 0.0006614165203903503


Epoch166 Train Loss: 0.00010891678594308942
Epoch166 Val Loss: 0.0006599292718610274


Epoch167 Train Loss: 0.00010783759173039238
Epoch167 Val Loss: 0.0006723780226703532


Epoch168 Train Loss: 0.00010839096994287252
Epoch168 Val Loss: 0.0006670502299131219


Epoch169 Train Loss: 0.00010754484160530949
Epoch169 Val Loss: 0.0006688789259617822


Epoch170 Train Loss: 0.0001084916779842095
Epoch170 Val Loss: 0.0006630201836279808


Epoch171 Train Loss: 0.00010894165699208987
Epoch171 Val Loss: 0.000660927036755052


Epoch172 Train Loss: 0.00010932120144632917
Epoch172 Val Loss: 0.0006547676269284036


Epoch173 Train Loss: 0.00011106399142017003
Epoch173 Val Loss: 0.0006582026838598593


Epoch174 Train Loss: 0.00011004599715415564
Epoch174 Val Loss: 0.0006680902270342522


Epoch175 Train Loss: 0.00010931259688164022
Epoch175 Val Loss: 0.0006696035710012488


Epoch176 Train Loss: 0.00010842786874083732
Epoch176 Val Loss: 0.0006684062098139439


Epoch177 Train Loss: 0.00010725918088354996
Epoch177 Val Loss: 0.0006555222135591805


Epoch178 Train Loss: 0.00011134068884441338
Epoch178 Val Loss: 0.0006648031325964196


Epoch179 Train Loss: 0.00010912369124804167
Epoch179 Val Loss: 0.0006575009967194322


Epoch180 Train Loss: 0.00010888791365563841
Epoch180 Val Loss: 0.0006677680937217473


Epoch181 Train Loss: 0.00010932184664129679
Epoch181 Val Loss: 0.0006615899304450736


Epoch182 Train Loss: 0.00011071794417108172
Epoch182 Val Loss: 0.0006611337179713177


Epoch183 Train Loss: 0.00010755454525618692
Epoch183 Val Loss: 0.0006643647459312311


Epoch184 Train Loss: 0.00010756457485504631
Epoch184 Val Loss: 0.0006638056137237074


Epoch185 Train Loss: 0.0001084209754217026
Epoch185 Val Loss: 0.0006616810681506972


Epoch186 Train Loss: 0.00010768784296525164
Epoch186 Val Loss: 0.0006642302219683552


Epoch187 Train Loss: 0.00010819572370412796
Epoch187 Val Loss: 0.0006656457169401081


Epoch188 Train Loss: 0.00010879691771917597
Epoch188 Val Loss: 0.0006668210533915066


Epoch189 Train Loss: 0.00011013295630326169
Epoch189 Val Loss: 0.0006526032970710235


Epoch190 Train Loss: 0.00010990912769241729
Epoch190 Val Loss: 0.0006662612591964611


Epoch191 Train Loss: 0.00010905630354009706
Epoch191 Val Loss: 0.0006688105749832625


Epoch192 Train Loss: 0.00010788147560603937
Epoch192 Val Loss: 0.0006626078623380115


Epoch193 Train Loss: 0.00010803531836259729
Epoch193 Val Loss: 0.0006680220404789538


Epoch194 Train Loss: 0.00010844123157638063
Epoch194 Val Loss: 0.0006698859678839035


Epoch195 Train Loss: 0.0001088121765751681
Epoch195 Val Loss: 0.0006655470311042898


Epoch196 Train Loss: 0.00010740541355651899
Epoch196 Val Loss: 0.0006677968585826899


Epoch197 Train Loss: 0.00010754656183735995
Epoch197 Val Loss: 0.0006605445159469119


Epoch198 Train Loss: 0.000107532923307864
Epoch198 Val Loss: 0.0006602223844749655


Epoch199 Train Loss: 0.00010802710672199825
Epoch199 Val Loss: 0.0006801622241185745


Epoch200 Train Loss: 0.00010725761850305564
Epoch200 Val Loss: 0.0006631674798394458


Saved plots
