nohup: ignoring input
Epoch1 Train Loss: 0.005991132416077875
Epoch1 Val Loss: 0.0021911808173018794
New best test loss!


Epoch2 Train Loss: 0.0021832486619726295
Epoch2 Val Loss: 0.0016562974617886448
New best test loss!


Epoch3 Train Loss: 0.0019212427158319988
Epoch3 Val Loss: 0.0014945985393522599
New best test loss!


Epoch4 Train Loss: 0.0017963924669595994
Epoch4 Val Loss: 0.0013875472451387186
New best test loss!


Epoch5 Train Loss: 0.00172709869195146
Epoch5 Val Loss: 0.0012788606834584389
New best test loss!


Epoch6 Train Loss: 0.0016664358233439527
Epoch6 Val Loss: 0.0012659624498705618
New best test loss!


Epoch7 Train Loss: 0.001583353769289747
Epoch7 Val Loss: 0.0012116558648577163
New best test loss!


Epoch8 Train Loss: 0.001514796057513295
Epoch8 Val Loss: 0.0010947917608914797
New best test loss!


Epoch9 Train Loss: 0.001462699544093827
Epoch9 Val Loss: 0.0011347822835165835


Epoch10 Train Loss: 0.001420738452741412
Epoch10 Val Loss: 0.0010813940979039717
New best test loss!


Epoch11 Train Loss: 0.0013765866119761242
Epoch11 Val Loss: 0.001047730351379816
New best test loss!


Epoch12 Train Loss: 0.0013236125466216954
Epoch12 Val Loss: 0.0009857041660661912
New best test loss!


Epoch13 Train Loss: 0.0013151605976730798
Epoch13 Val Loss: 0.001025838064513266


Epoch14 Train Loss: 0.0012726354073771284
Epoch14 Val Loss: 0.0010191209280522287


Epoch15 Train Loss: 0.0012476433139024096
Epoch15 Val Loss: 0.0009798951513270144
New best test loss!


Epoch16 Train Loss: 0.0012197960811896303
Epoch16 Val Loss: 0.0009631552783789527
New best test loss!


Epoch17 Train Loss: 0.001218034531693459
Epoch17 Val Loss: 0.0014024169597779653


Epoch18 Train Loss: 0.0011645514872042633
Epoch18 Val Loss: 0.0009411107945073106
New best test loss!


Epoch19 Train Loss: 0.0011319134569115796
Epoch19 Val Loss: 0.0009767127067478907


Epoch20 Train Loss: 0.0011232055703652524
